main_id,area,name,address1,parking,homepage,tel,menu,holiday,latitude,longitude,landmark
2,해남군,진성,전라남도 해남군 해남읍 북부순환로 108,가능,,061-537-7667,추어탕,토요일,34.5742136,126.6001106,해남문화원
2,해남군,성내,전라남도 해남군 해남읍 명문길 19-1,가능,,061-533-4774,샤브샤브,일요일,34.5757194,126.597662,해남문화예술회관
2,해남군,반갑다친구야,전라남도 해남군 해남읍 천변2길 53,가능,,061-536-1531,육류,일요일,34.5719994,126.6022485,해남문화원
2,해남군,돌고개가든,전라남도 해남군 해남읍 고산로 287 돌고개가든,가능,,061-537-7100,닭요리,,34.54145,126.6120625,고산유물전시관
2,해남군,진일관,전라남도 해남군 해남읍 명량로 3009,가능,,061-532-9932,한식,,34.5808041,126.5814621,해남문화예술회관
2,해남군,향원,전라남도 해남군 해남읍 구교2길 33,가능,,061-534-2100,육류,"2, 4주 토요일",34.578139,126.593299,해남문화예술회관
2,해남군,어성장어센타,전라남도 해남군 삼산면 해남화산로 464,가능,,061-534-4944,장어,,34.525472,126.5564049,김남주 생가
2,해남군,팔도강산,전라남도 해남군 삼산면 대흥사길 88-30,가능,,061-532-2233,한식,,34.4970166,126.6235749,두륜산케이블카
2,해남군,한오백년,전라남도 해남군 삼산면 대흥사길 158 한오백년,가능,,061-534-5633,한식,,34.4970016,126.6170489,두륜산케이블카
2,해남군,북일기사식당,전라남도 해남군 북일면 백도로 783 북일기사식당,가능,,061-535-2558,한식,,34.4626631,126.6728065,성도사
2,해남군,육일시한우촌,전라남도 해남군 마산면 산이로 322,가능,,061-532-6162,소고기구이,"매월 첫째, 세째주 일요일",34.6096421,126.528379,해남 해바라기농장
2,해남군,물레방아뷔페식당,전라남도 해남군 마산면 명량로 2876,가능,,061-535-1119,한식,연중무휴,34.5837381,126.5676707,해남문화예술회관
2,해남군,궁전회관,전라남도 해남군 황산면 시등로 86-1,가능,,061-533-3881,육류,매주일요일,34.5765532,126.4348891,우항리 공룡화석 자연사유적지
2,해남군,명승,전라남도 해남군 문내면 명량로 43-18,가능,,061-534-7770,생선회,첫째주 월요일,34.5830161,126.3105126,해남 명량대첩비
2,해남군,사천성,전라남도 해남군 화원면 청용길 42,가능,,061-532-0020,중식,,34.668383,126.329489,서동사(해남)
2,여수시,오성회관,전라남도 여수시 이순신광장로 206,,,061-663-5982,육류,,34.7394564,127.7450243,여수시문화원
2,여수시,오동도회관,전라남도 여수시 오동도로 98-1,가능,,061-662-5074,생선회,,34.7417818,127.7519937,엑스포해양공원
2,여수시,녹원갈비,전라남도 여수시 공화남3길 22-1,,,061-665-8729,육류,연중무휴,34.747575,127.74534,아쿠아플라넷 여수
2,여수시,호남갈비,전라남도 여수시 동문로 93-1,가능,,061-662-3501,소고기구이,첫째주 수요일,34.7450401,127.7419041,여수 진남관
2,여수시,북경반점,전라남도 여수시 동문로 38-1,,,061-662-5544,중식,월요일,34.7410596,127.7393375,여수 타루비
2,여수시,노래미식당,전라남도 여수시 중앙1길 10,가능,,061-662-3782,일식,"첫째, 세째 일요일",34.740116,127.736647,이순신광장
2,여수시,광양숯불고기,전라남도 여수시 통제영2길 8-10,,http://www.ok114.co.kr/0616629797,061-662-9797,육류,연중무휴,34.7406394,127.7333378,이순신광장
2,여수시,어육촌,전라남도 여수시 충무로 58-10,,,061-663-6669,한정식,매주일요일,34.7417044,127.731674,여수향교
2,여수시,약수닭집,전라남도 여수시 구봉산길 77-8,가능,,061-642-8500,백숙,"10월 ~3월 매월 둘째,네째주 화요일 4월~9월 무휴",34.7386554,127.7132144,한산사(여수)
2,여수시,청운갈비,"전라남도 여수시 신월로 638, 1층 (국동)",가능,,061-643-7734,돼지고기,"매월 둘째,네째 수요일",34.728582,127.715164,한산사(여수)
2,여수시,혜미횟집,전라남도 여수시 어항단지로 115,가능,,061-641-8500,생선회,,34.726445,127.721123,외동어촌체험마을
2,여수시,구봉산장식당,전라남도 여수시 구봉2길 10,가능,,061-643-0008,백숙,"매월 둘째,네째 화요일",34.7323151,127.7120538,한산사(여수)
2,여수시,생금생오리,전라남도 여수시 신월로 620,가능,,061-642-5501,오리요리,1주 화요일,34.727655,127.7137349,한산사(여수)
2,여수시,섹시한돼지,전라남도 여수시 여문문화1길 76,,,061-654-6924,돼지고기,일요일,34.7503798,127.7007183,한산사(여수)
2,여수시,콩산소,전라남도 여수시 여문문화길 64,,http://cityfood.co.kr/h9/jeonju4310,061-653-4310,국밥,,34.7516607,127.7010587,한산사(여수)
2,여수시,참치마을,전라남도 여수시 여문문화1길 40,,,061-651-7070,생선회,일요일,34.7527443,127.7033555,한산사(여수)
2,여수시,우사골,전라남도 여수시 여서1로 116,가능,,061-654-3005,곰탕,연중무휴,34.7537621,127.7096396,한산사(여수)
2,여수시,일송정,전라남도 여수시 여문문화1길 80,가능,,061-651-1676,육류,"일요일(둘째주, 넷째주)",34.7501125,127.7005531,한산사(여수)
2,여수시,동백꽃식당,전라남도 여수시 어항단지로 43,,,061-653-9400,장어,매월 2회,34.726002,127.715042,외동어촌체험마을
2,여수시,대성장어,전라남도 여수시 문수로 116 다보빌딩,,,061-654-3050,장어,연중무휴,34.7551369,127.7073898,한산사(여수)
2,여수시,한국가나식당,전라남도 여수시 여문문화1길 83,가능,,061-652-6933,냉면,연중무휴,34.749698,127.700581,한산사(여수)
2,여수시,수복갈비,전라남도 여수시 문수로 53,,,061-654-1159,한식,"2, 4주 일요일",34.75281,127.701357,한산사(여수)
2,여수시,봉황,전라남도 여수시 웅남1길 13-5,,,061-653-7799,일식,일요일,34.7491659,127.6763256,이순신공원(여수)
2,여수시,깊은바다,전라남도 여수시 여문문화길 88,,,061-653-6863,일식,첫째 세째 일요일,34.7498228,127.6999353,한산사(여수)
2,여수시,파도소리,전라남도 여수시 여문문화2길 60(문수동),가능,,061-655-3057,생선회,,34.751818,127.700907,한산사(여수)
2,여수시,여수밤바다포차,전라남도 여수시 이순신광장로 159,가능,,061-666-9253,포장마차,연중무휴,34.7373923,127.7413753,여수구항 해양공원
2,여수시,뜰식당,전라남도 여수시 망양로 244,가능,http://gardenps.com/,061-654-0177,,"첫째,세째 일요일",34.7744656,127.7427036,만성리 검은모래해변
2,여수시,미림횟집,전라남도 여수시 대경도길 2(경호동),,,061-666-6677,생선회,,34.7219137,127.7224128,외동어촌체험마을
2,여수시,바다장어숯불구이,전라남도 여수시 장성1길 12,가능,,061-683-6660,장어,일요일,34.7546666,127.65585,여수시청소년수련관
2,여수시,싱싱횟집,전라남도 여수시 소호로 488,가능,,061-682-1160,생선회,화요일,34.7455745,127.6542728,소호동동다리
2,여수시,돌고래횟집,전라남도 여수시 소호로 490,가능,,061-683-1322,생선회,,34.745698,127.654525,소호동동다리
2,여수시,동동海,전라남도 여수시 소호로 486,가능,,061-692-5588,생선회,,34.7454846,127.6541625,소호동동다리
2,여수시,장수횟집,전라남도 여수시 소호1길 86,,,061-685-8033,생선회,,34.746125,127.654676,소호동동다리
2,여수시,좌수영횟집,전라남도 여수시 소호로 482-1,가능,,061-684-5985,한식,화요일(한달에 2번),34.7452707,127.6537701,소호동동다리
2,여수시,밀터,전라남도 여수시 소호로 253,가능,,061-683-3900,한식,월요일,34.728064,127.641782,디오션리조트 워터파크
2,여수시,순천돌곱창,"전라남도 여수시 흥국상가길 15, 2층(신기동)",,,061-684-0392,한식,연중무휴,34.7603464,127.6686405,여수시청소년수련관
2,여수시,유군초밥,전라남도 여수시 새터로 76,,,061-682-4858,초밥,연중무휴,34.762669,127.674805,여수 선소유적
2,완도군,서민회관,전라남도 완도군 완도읍 개포로 3 서민회관,가능,,061-554-8067,백반,연중무휴,34.31713,126.751482,주도
2,완도군,미원횟집,전라남도 완도군 완도읍 해변공원로 65,,,061-554-2506,전복요리,"첫째,셋째 일요일휴무",34.3194213,126.7490527,완도문화원
2,완도군,고향갈비촌,전라남도 완도군 완도읍 해변공원로113번길 6-10,가능,,061-552-4844,육류,,34.324003,126.747692,완도문화원
2,완도군,대성회식당,전라남도 완도군 완도읍 해변공원로 59,가능,http://seastar.kr/,061-554-5164,전복요리,연중무휴,34.3189671,126.749477,주도
2,완도군,신지횟집,전라남도 완도군 완도읍 해변공원로 117,가능,,061-552-5244,생선회,연중무휴,34.323897,126.747989,완도문화원
2,완도군,수산시장55호,전라남도 완도군 완도읍 해변공원로 130,가능,,061-553-1458,생선회,연중무휴,34.3249945,126.7487533,완도문화원
2,완도군,초계산가든,전라남도 완도군 완도읍 청해진서로 142,가능,,061-552-2747,한식,,34.3053833,126.7428,신흥사(완도)
2,순천시,목우마을,전라남도 순천시 호남길 5 목우마을,가능,,061-751-1919,한식,연중무휴,34.9568426,127.483378,웃장 국밥골목
2,순천시,돼지마을,전라남도 순천시 삼산2길 36,,,061-752-7879,육류,토요일,34.969061,127.485867,순천문화예술회관
2,순천시,등뼈가,전라남도 순천시 순천대2길 36,가능,http://www.thegamjatang.co.kr/,061-752-3737,감자탕,연중무휴,34.9690971,127.4861689,순천문화예술회관
2,순천시,순창국밥,전라남도 순천시 석현길 67 순창국밥,가능,,061-755-8336,한식,일요일,34.974108,127.474639,향림사(순천)
2,순천시,홍천뚝배기,전라남도 순천시 중앙로 303,가능,,061-751-0544,한식,일요일,34.9725495,127.4819305,향림사(순천)
2,순천시,순천보리밥뷔페,전라남도 순천시 중앙로 305,가능,http://cityfood.co.kr/h9/suncheonbolibab,061-752-3802,보리밥,연중무휴,34.9726662,127.4819555,향림사(순천)
2,순천시,복사골,전라남도 순천시 중앙로 307,가능,,061-755-1300,한정식,연중무휴,34.9729745,127.4820679,향림사(순천)
2,순천시,별미보쌈,전라남도 순천시 삼산로 92-28,가능,,061-753-9768,족발,,34.9714459,127.4937799,두레아트(관광두레 주민사업체)
2,순천시,도화정,전라남도 순천시 죽도봉길 157 도화정,가능,,061-752-5947,오리요리,연중무휴,34.955602,127.4953421,죽도봉공원
2,순천시,오리파티,전라남도 순천시 대석3길 50-12,,,061-727-5292,오리요리,,34.946725,127.5263,순천 기적의도서관
2,순천시,용전갈치,전라남도 순천시 덕연로 64,가능,,061-742-1045,해물,월요일,34.94859,127.513102,순천역 (철도체험학습장)
2,순천시,현대옥 순천연향점,전라남도 순천시 팔마3길 14-6,,,061-721-5554,국밥,연중무휴,34.934662,127.5167397,옥계서원(순천)
2,순천시,명지원,전라남도 순천시 연향상가길 31 명지원,가능,http://www.ok114.co.kr/0617232392,061-723-2392,육류,연중무휴,34.9529611,127.5209898,순천 기적의도서관
2,순천시,송미정,전라남도 순천시 우명길 55 1층 송미정,가능,,061-746-1174,육류,연중무휴,34.9466214,127.5127236,순천역 (철도체험학습장)
2,순천시,먹물,전라남도 순천시 장자보1길 61,,,061-745-5445,해물,토요일,34.9474487,127.5160919,옥계서원(순천)
2,순천시,통나무식당,전라남도 순천시 백강로 36,가능,http://blog.naver.com/nellicious/,061-721-8801,,연중무휴,34.9362134,127.5225901,옥계서원(순천)
2,순천시,도모,전라남도 순천시 하대석길 60 도모,,https://baemin.me/O8X4PDj-zB,061-723-8883,일식,일요일,34.9475072,127.5250068,순천 기적의도서관
2,해남군,해진정육식당,전라남도 해남군 해남읍 수성2길 33,가능,,061-533-7475,소고기구이,일요일,34.5720163,126.5995837,해남문화예술회관
2,해남군,원조장수통닭,전라남도 해남군 해남읍 고산로 295 장수통닭,가능,,061-535-1003,치킨,,34.5406022,126.6126688,고산유물전시관
2,해남군,해초한우정,전라남도 해남군 해남읍 남부순환로 42,가능,,061-537-3554,소고기구이,"2, 4주 일요일",34.5676548,126.6052127,해남문화원
2,해남군,레이크하우스,전라남도 해남군 삼산면 대흥사길 180,가능,,061-534-1771,이탈리아음식,,34.494637,126.616705,두륜산도립공원
2,해남군,산마루터,전라남도 해남군 삼산면 대흥사길 88-33,가능,,061-532-2233,한식,,34.4973248,126.6238567,두륜산케이블카
2,순천시,태풍은불어도철가방은간다,전라남도 순천시 남산로 33,,,061-741-6678,중식,목요일,34.9398928,127.4921749,순천역 (철도체험학습장)
2,순천시,돼지꿈,전라남도 순천시 장명로 8-6,가능,,061-745-5106,돼지고기,"첫째, 셋째주 일요일",34.9507076,127.4847017,옥천서원(순천)
2,순천시,낙원회관,전라남도 순천시 중앙3길 5-1 낙원회관,가능,,061-745-0112,한정식,,34.9501929,127.4856875,옥천서원(순천)
2,순천시,정락회관,전라남도 순천시 장천2길 7,,,061-744-6369,,일요일,34.9484039,127.489765,흥륜사(순천)
2,순천시,명궁관,전라남도 순천시 중앙2길 7,가능,http://instagram.com/myeonggunggwan,061-741-2020,한정식,매주 월요일 셋째주 월요일은 정상운영,34.9497836,127.4862382,옥천서원(순천)
2,순천시,도미초밥,전라남도 순천시 연자로 7-1,,,061-755-0005,초밥,,34.9553457,127.4849968,순천시립 그림책 도서관
2,순천시,스시마루,전라남도 순천시 중앙7길 9,,http://blog.naver.com/suna2978,061-755-0089,초밥,,34.9557049,127.4852958,순천시립 그림책 도서관
2,순천시,흑산도횟집,전라남도 순천시 강남로 121-1,가능,,061-751-2030,생선회,,34.9554186,127.486293,순천시립 그림책 도서관
2,순천시,청해일식,전라남도 순천시 순천만길 31,가능,,061-742-1717,일식,,34.92514,127.4941413,순천시생태관광체험학습센터
2,순천시,미주농원,전라남도 순천시 상사호길 120 미주농원,가능,,061-744-5292,오리요리,,34.9208806,127.4734674,순천시생태관광체험학습센터
2,순천시,순천만갈대밭식당,전라남도 순천시 순천만길 656,가능,,061-741-0727,한식,연중무휴,34.8877737,127.508721,순천만 용산전망대 (S자 물길)
2,순천시,황소곱창구이,전라남도 순천시 장선배기길 10 황소곱창구이,가능,,061-721-9246,"곱창,막창,양",일요일,34.952689,127.523461,순천 기적의도서관
2,순천시,국일설렁탕,전라남도 순천시 충효로 117,가능,,061-745-7800,백반,일요일,34.949311,127.515168,순천 기적의도서관
2,순천시,다미원,전라남도 순천시 비봉2길 7-19,,,061-725-5711,중식,매주화요일,34.9712179,127.5211625,곡수서원
2,순천시,백송금당점,전라남도 순천시 장선배기길 6-4,가능,,061-727-4001,돼지고기,연중무휴,34.9524612,127.5225522,순천 기적의도서관
2,순천시,원조의정부부대찌개,전라남도 순천시 장선배기길 8,가능,,061-726-0015,"찌개,전골",,34.9525955,127.5231638,순천 기적의도서관
2,순천시,몽돌해물탕조례점,전라남도 순천시 남신월길 35,가능,,061-721-5222,해물,연중무휴,34.9564309,127.5205495,곡수서원
2,순천시,왕창국밥,전라남도 순천시 장선배기길 17,,,061-723-6542,국밥,일요일,34.953284,127.524298,순천 기적의도서관
2,순천시,만석꾼조례점,전라남도 순천시 남신월2길 1,,,061-726-1001,해물,매주일요일휴무,34.9556929,127.5188625,순천 기적의도서관
2,순천시,금성가든,전라남도 순천시 선암사길 358,가능,,061-754-6060,육류,연중무휴,34.9893703,127.3544431,신광수 다원
2,순천시,제일식당,전라남도 순천시 서면 청소길 43 제일식당,가능,,061-752-7970,한식,,34.996239,127.506175,두레아트(관광두레 주민사업체)
2,순천시,선호가든,전라남도 순천시 서면 청소길 239 선호가든,가능,http://blog.naver.com/howlman2,061-755-3538,백숙,,35.0312916,127.5037874,천축사(순천)
2,순천시,유명가든,전라남도 순천시 서면 청소길 243 유명가든,가능,https://blog.naver.com/myeong7470,061-755-7470,닭요리,,35.0320833,127.5035875,천축사(순천)
2,순천시,들물관광농원,전라남도 순천시 서면 청소길 477 들물관광농원,가능,http://www.instagram.com/explore/locations/1370100026362457,061-755-8181,한식,,35.0764032,127.5104829,정혜사(순천)
2,순천시,낙지나라,전라남도 순천시 별량면 고장길 101 낙지나라,가능,,061-742-2667,낙지,월요일,34.8415044,127.4577652,거차뻘배마을
2,순천시,솔가든,전라남도 순천시 상사면 상사호길 218 솔가든,가능,,061-745-1615,한식,,34.9304305,127.4645327,이천서원
2,완도군,청실횟집,전라남도 완도군 완도읍 해변공원로 51-1,가능,,061-552-4559,생선회,연중무휴,34.3185009,126.7498524,주도
2,완도군,삼거리식당,전라남도 완도군 완도읍 장보고대로 298,가능,,061-554-8988,한식,,34.3147719,126.757327,주도
2,완도군,홍가네갈비탕,전라남도 완도군 완도읍 개포로114번길 43-5,가능,,061-552-0441,한정식,,34.3186583,126.746,완도문화원
2,완도군,최선장식당,전라남도 완도군 완도읍 군내3번길 23-5,가능,,061-554-3002,복어요리,연중무휴,34.3143332,126.7574624,주도
2,완도군,날마다식당,전라남도 완도군 완도읍 해변공원로 75,가능,,061-552-2177,한식,연중무휴,34.3201769,126.7484093,완도문화원
2,완도군,통뼈감자탕 완도점,전라남도 완도군 완도읍 장보고대로 231,가능,http://www.gamjatang.com/,061-554-8878,감자탕,연중무휴,34.316405,126.7505902,주도
2,여수시,명품나루터,전라남도 여수시 돌산읍 진두공원길 21,가능,,061-644-6686,생선회,수요일,34.7330655,127.7402562,여수 해상케이블카
2,여수시,엑스포식당,전라남도 여수시 여수산단로 238,,,061-683-4178,한식,,34.8039329,127.666341,여수 국가산업단지
2,여수시,일조오리닭,전라남도 여수시 무선로 249-1 (화장동),가능,,061-685-4799,오리요리,매주일요일,34.7800496,127.6466847,"여수 석보(구, 석창성지)"
2,여수시,또바기,전라남도 여수시 여문문화길 77,,,061-652-2781,한식,연중무휴,34.7503951,127.7005555,한산사(여수)
2,여수시,율촌돌판오리,전라남도 여수시 율촌면 여순로 1022-47,,,061-691-5292,오리요리,월요일,34.8820785,127.5730788,여수 율촌역
2,여수시,원조여수서대회,전라남도 여수시 돌산읍 강남해안로 51,,,061-643-5989,한식,연중무휴,34.7210036,127.7461336,돌산공원
2,여수시,정가네갓·갈치조림생선구이,전라남도 여수시 돌산읍 진두해안길 68,가능,,061-642-5008,생선구이,연중무휴,34.7330817,127.7426258,돌산공원
2,여수시,오뚜기식당,전라남도 여수시 남산로 70,,,061-643-6585,한식,수요일,34.7367249,127.7315603,이순신광장
2,여수시,가사리꽃님이네,전라남도 여수시 소라면 가사안길 27,가능,,061-685-4265,한식,,34.7487828,127.5994875,여수 가사리 갈대밭
2,여수시,덕양곱창,전라남도 여수시 성산5길 60 (화장동 (1층)),가능,,061-691-4856,곱창,연중무휴,34.7742256,127.6437049,"여수 석보(구, 석창성지)"
2,여수시,광장미가,전라남도 여수시 중앙로 72-22 (중앙동 (1층)),가능,,061-662-1870,생선구이,화요일,34.7397474,127.7351631,이순신광장
2,여수시,개미식당,전라남도 여수시 시청서2길 51-4,,,061-686-7496,한식,화요일,34.7600914,127.6602375,여수시청소년수련관
