main_id,name,menu,telephone,area,address1,holiday,Rlatitude,Rlongitude,parking,landmark,Llatitude,Llongtitude,homepage
2,흑산도횟집,생선회,061-751-2030,순천시,전라남도 순천시 강남로 121-1,,34.9554186,127.486293,Y,순천시립 그림책 도서관,34.9579781,127.4860512,
2,청해일식,일식,061-742-1717,순천시,전라남도 순천시 순천만길 31,,34.92514,127.4941413,Y,순천시생태관광체험학습센터,34.928826,127.4993952,
2,미주농원,오리요리,061-744-5292,순천시,전라남도 순천시 상사호길 120 미주농원,,34.9208806,127.4734674,Y,순천시생태관광체험학습센터,34.928826,127.4993952,
2,순천만갈대밭식당,한식,061-741-0727,순천시,전라남도 순천시 순천만길 656,연중무휴,34.8877737,127.508721,Y,순천만 용산전망대 (S자 물길),34.8860532,127.5090399,
2,황소곱창구이,"곱창,막창,양",061-721-9246,순천시,전라남도 순천시 장선배기길 10 황소곱창구이,일요일,34.952689,127.523461,Y,순천 기적의도서관,34.9472022,127.5276812,
2,국일설렁탕,백반,061-745-7800,순천시,전라남도 순천시 충효로 117,일요일,34.949311,127.515168,Y,순천 기적의도서관,34.9472022,127.5276812,
2,다미원,중식,061-725-5711,순천시,전라남도 순천시 비봉2길 7-19,매주화요일,34.9712179,127.5211625,N,곡수서원,34.9602897,127.5312916,
2,백송금당점,돼지고기,061-727-4001,순천시,전라남도 순천시 장선배기길 6-4,연중무휴,34.9524612,127.5225522,Y,순천 기적의도서관,34.9472022,127.5276812,
2,원조의정부부대찌개,"찌개,전골",061-726-0015,순천시,전라남도 순천시 장선배기길 8 ,,34.9525955,127.5231638,Y,순천 기적의도서관,34.9472022,127.5276812,
2,몽돌해물탕조례점,해물,061-721-5222,순천시,전라남도 순천시 남신월길 35,연중무휴,34.9564309,127.5205495,Y,곡수서원,34.9602897,127.5312916,
2,왕창국밥,국밥,061-723-6542,순천시,전라남도 순천시 장선배기길 17 ,일요일,34.953284,127.524298,N,순천 기적의도서관,34.9472022,127.5276812,
